cluster_id	change_node43	GO_domain_ids	GO_domain_description	IPR_domain_ids	IPR_domain_description	Pfam_domain_ids	Pfam_domain_description
OG0007723	-1	None	None	IPR014030;IPR014043;IPR020807;IPR032821;IPR013968;IPR009081;IPR013149;IPR014031;IPR013154	Domain Beta-ketoacyl synthase-like, N-terminal;Domain Acyl transferase domain;Domain Polyketide synthase, dehydratase domain;Domain Polyketide synthase, C-terminal extension;Domain Polyketide synthase, ketoreductase domain;Domain Phosphopantetheine binding ACP domain;Domain Alcohol dehydrogenase-like, C-terminal;Domain Beta-ketoacyl synthase, C-terminal;Domain Alcohol dehydrogenase-like, N-terminal	PF00109;PF00698;PF14765;PF16197;PF08659;PF00550;PF00107;PF02801;PF08240	Beta-ketoacyl synthase, N-terminal domain;Acyl transferase domain;Polyketide synthase dehydratase N-terminal domain;Ketoacyl-synthetase C-terminal extension;KR domain;Phosphopantetheine attachment site;Zinc-binding dehydrogenase;Beta-ketoacyl synthase, C-terminal domain;Alcohol dehydrogenase GroES-like domain
OG0007724	-1	None	None	None	None	None	None
OG0007725	-1	GO:0016616;GO:0051287	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor ;NAD binding 	IPR006140;IPR006139	Domain D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain;Domain D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	PF02826;PF00389	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain;D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
OG0007726	-1	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0007727	-1	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 	IPR001000	Domain Glycoside hydrolase family 10 domain	PF00331	Glycosyl hydrolase family 10
OG0007728	-1	GO:0015078;GO:0033177;GO:1902600	proton transmembrane transporter activity ;proton-transporting two-sector ATPase complex, proton-transporting domain ;proton transmembrane transport 	IPR002379	Domain V-ATPase proteolipid subunit C-like domain	PF00137	ATP synthase subunit C
OG0007729	-1	None	None	None	None	None	None
OG0007730	-1	None	None	None	None	None	None
OG0007731	-1	None	None	IPR010730	Domain Heterokaryon incompatibility	PF06985	Heterokaryon incompatibility protein (HET)
OG0007732	-1	None	None	IPR021833	Family Protein of unknown function DUF3425	PF11905	Domain of unknown function (DUF3425)
OG0007733	-1	GO:0016491;GO:0020037;GO:0051536;GO:0051537	oxidoreductase activity ;heme binding ;iron-sulfur cluster binding ;2 iron, 2 sulfur cluster binding 	IPR005117;IPR006067;IPR017941;IPR007419;IPR023753	Domain Nitrite/Sulfite reductase ferredoxin-like domain;Domain Nitrite/sulphite reductase 4Fe-4S domain;Domain Rieske [2Fe-2S] iron-sulphur domain;Domain BFD-like [2Fe-2S]-binding domain;Domain FAD/NAD(P)-binding domain	PF03460;PF01077;PF00355;PF04324;PF07992	Nitrite/Sulfite reductase ferredoxin-like half domain;Nitrite and sulphite reductase 4Fe-4S domain;Rieske [2Fe-2S] domain;BFD-like [2Fe-2S] binding domain;Pyridine nucleotide-disulphide oxidoreductase
OG0007734	-1	None	None	IPR006598	Domain Glycosyl transferase CAP10 domain	PF05686	Glycosyl transferase family 90
OG0007735	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0007736	-1	GO:0071949	FAD binding 	IPR002938	Domain FAD-binding domain	PF01494	FAD binding domain
OG0007738	-1	GO:0004499;GO:0050660;GO:0050661	N,N-dimethylaniline monooxygenase activity ;flavin adenine dinucleotide binding ;NADP binding 	IPR020946	Family Flavin monooxygenase-like	PF00743;PF13450	Flavin-binding monooxygenase-like;NAD(P)-binding Rossmann-like domain
OG0007739	-1	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR021858;IPR001138	Family Fungal transcription factor;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF11951;PF00172	Fungal specific transcription factor domain;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0007740	-1	GO:0000166	nucleotide binding 	IPR000683	Domain Gfo/Idh/MocA-like oxidoreductase, N-terminal	PF01408	Oxidoreductase family, NAD-binding Rossmann fold
OG0007741	-1	None	None	IPR041524	Domain Glycoside hydrolase 131, catalytic N-terminal	PF18271	Glycoside hydrolase 131 catalytic N-terminal domain
OG0007742	-1	None	None	IPR003953	Domain FAD-dependent oxidoreductase 2, FAD binding domain	PF00890	FAD binding domain
OG0007743	-1	None	None	IPR005103	Domain Auxiliary Activity family 9, catalytic domain	PF03443	Auxiliary Activity family 9 (formerly GH61)
OG0007744	-1	None	None	IPR025649	Family Protein of unknown function DUF4360	PF14273	Domain of unknown function (DUF4360)
OG0007745	-1	None	None	None	None	None	None
OG0007746	-1	GO:0016787	hydrolase activity 	IPR013094	Domain Alpha/beta hydrolase fold-3	PF07859	alpha/beta hydrolase fold
OG0007747	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0007748	-1	None	None	None	None	None	None
OG0007749	-1	GO:0035673	oligopeptide transmembrane transporter activity 	IPR004813	Family Oligopeptide transporter, OPT superfamily	PF03169	OPT oligopeptide transporter protein
OG0007750	-1	GO:0071949	FAD binding 	IPR002938	Domain FAD-binding domain	PF01494	FAD binding domain
OG0007751	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0007752	-1	GO:0005975;GO:0004553;GO:0005576;GO:0030248	carbohydrate metabolic process ;hydrolase activity, hydrolyzing O-glycosyl compounds ;extracellular region ;cellulose binding 	IPR000757;IPR000254	Domain Glycoside hydrolase family 16;Domain Cellulose-binding domain, fungal	PF00722;PF00734	Glycosyl hydrolases family 16;Fungal cellulose binding domain
OG0007753	-1	None	None	None	None	None	None
OG0007754	-1	GO:0016491	oxidoreductase activity 	IPR009799	Domain EthD domain	PF07110	EthD domain
OG0007755	-1	GO:0006508;GO:0070008	proteolysis ;serine-type exopeptidase activity 	IPR008758	Family Peptidase S28	PF05577	Serine carboxypeptidase S28
OG0007756	-1	None	None	IPR023631;IPR026992;IPR044861	Domain Amidase signature domain;Domain Non-haem dioxygenase N-terminal domain;Domain Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain	PF01425;PF14226;PF03171	Amidase;non-haem dioxygenase in morphine synthesis N-terminal;2OG-Fe(II) oxygenase superfamily
OG0007758	-1	None	None	None	None	None	None
OG0007759	-1	None	None	IPR004302	Domain Cellulose/chitin-binding protein, N-terminal	PF03067	Lytic polysaccharide mono-oxygenase, cellulose-degrading
OG0007760	-1	None	None	None	None	None	None
OG0007761	-1	None	None	None	None	None	None
OG0007762	-1	None	None	IPR033121	Domain Peptidase family A1 domain	PF00026	Eukaryotic aspartyl protease
OG0007763	-1	None	None	None	None	None	None
OG0007764	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0007765	-1	GO:0071949	FAD binding 	IPR002938	Domain FAD-binding domain	PF01494	FAD binding domain
OG0007766	-1	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0007767	-1	GO:0016614;GO:0050660	oxidoreductase activity, acting on CH-OH group of donors ;flavin adenine dinucleotide binding 	IPR000172;IPR007867	Domain Glucose-methanol-choline oxidoreductase, N-terminal;Domain Glucose-methanol-choline oxidoreductase, C-terminal	PF00732;PF05199	GMC oxidoreductase;GMC oxidoreductase
OG0007768	-1	None	None	None	None	None	None
OG0007769	-1	None	None	IPR018466	Domain Yeast cell wall synthesis Kre9/Knh1-like, N-terminal	PF10342	Kre9/KNH-like N-terminal Ig-like domain
OG0007770	-1	GO:0004185;GO:0006508	serine-type carboxypeptidase activity ;proteolysis 	IPR001563	Family Peptidase S10, serine carboxypeptidase	PF00450	Serine carboxypeptidase
OG0007771	-1	GO:0005507;GO:0016491	copper ion binding ;oxidoreductase activity 	IPR001117;IPR011707;IPR011706	Domain Multicopper oxidase, second cupredoxin domain;Domain Multicopper oxidase-like, N-terminal;Domain Multicopper oxidase, C-terminal	PF00394;PF07732;PF07731	Multicopper oxidase;Multicopper oxidase;Multicopper oxidase
OG0007772	-1	None	None	None	None	None	None
OG0007773	-1	None	None	IPR000868	Domain Isochorismatase-like	PF00857	Isochorismatase family
OG0007774	-1	GO:0051920	peroxiredoxin activity 	IPR003779	Domain Carboxymuconolactone decarboxylase-like	PF02627	Carboxymuconolactone decarboxylase family
OG0007777	-1	None	None	IPR002591	Family Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase	PF01663	Type I phosphodiesterase / nucleotide pyrophosphatase
OG0007778	-1	None	None	IPR027414	Domain Glycosyl hydrolase family 95, N-terminal domain	PF14498	Glycosyl hydrolase family 65, N-terminal domain
OG0007781	-1	GO:0016491	oxidoreductase activity 	IPR023753	Domain FAD/NAD(P)-binding domain	PF07992	Pyridine nucleotide-disulphide oxidoreductase
OG0007782	-1	GO:0004499;GO:0050660;GO:0050661	N,N-dimethylaniline monooxygenase activity ;flavin adenine dinucleotide binding ;NADP binding 	IPR020946	Family Flavin monooxygenase-like	PF00743	Flavin-binding monooxygenase-like
OG0007783	-1	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0007785	-1	GO:0016020	membrane 	IPR000791	Family Acetate transporter GPR1/Ato2/SatP-like	PF01184	GPR1/FUN34/yaaH family
OG0007786	-1	None	None	IPR010730	Domain Heterokaryon incompatibility	PF06985	Heterokaryon incompatibility protein (HET)
OG0007788	-1	None	None	IPR015920	Domain Cellobiose dehydrogenase, cytochrome domain	PF16010	Cytochrome domain of cellobiose dehydrogenase
OG0007789	-1	None	None	IPR005103	Domain Auxiliary Activity family 9, catalytic domain	PF03443	Auxiliary Activity family 9 (formerly GH61)
OG0007790	-1	None	None	None	None	None	None
OG0007791	-1	None	None	None	None	None	None
OG0007792	-1	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR021858;IPR001138	Family Fungal transcription factor;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF11951;PF00172	Fungal specific transcription factor domain;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0007793	-1	None	None	IPR039535	Family Arylsulfotransferase-like	PF14269	Arylsulfotransferase (ASST)
OG0007794	-1	None	None	None	None	None	None
OG0007795	-1	None	None	IPR004045;IPR004046	Domain Glutathione S-transferase, N-terminal;Domain Glutathione S-transferase, C-terminal	PF02798;PF00043	Glutathione S-transferase, N-terminal domain;Glutathione S-transferase, C-terminal domain
OG0007796	-1	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 	IPR001128	Family Cytochrome P450	PF00067	Cytochrome P450
OG0007797	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0007798	-1	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR001138	Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0007799	-1	None	None	None	None	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0007800	-1	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0007802	-1	None	None	IPR001763	Domain Rhodanese-like domain	PF00581	Rhodanese-like domain
OG0007803	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0007804	-1	GO:0003824;GO:0006725;GO:0008199	catalytic activity ;N/A;ferric iron binding 	IPR000627	Domain Intradiol ring-cleavage dioxygenase, C-terminal	PF00775	Dioxygenase
OG0007806	-1	None	None	IPR008030	Domain NmrA-like domain	PF05368	NmrA-like family
OG0007808	-1	None	None	IPR022025	Family Putative amidoligase enzyme	PF12224	Putative amidoligase enzyme
OG0007809	-1	None	None	IPR021858	Family Fungal transcription factor	PF11951	Fungal specific transcription factor domain
OG0007810	-1	None	None	IPR001466;IPR021860	Domain Beta-lactamase-related;Domain Peptidase S12, Pab87-related, C-terminal	PF00144;PF11954	Beta-lactamase;Domain of unknown function (DUF3471)
OG0007811	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0007812	-1	None	None	None	None	None	None
OG0007813	-1	None	None	IPR002347	Family Short-chain dehydrogenase/reductase SDR	PF00106	short chain dehydrogenase
OG0007814	-1	GO:0000256;GO:0050385	allantoin catabolic process ;ureidoglycolate lyase activity 	IPR007247	Family Ureidoglycolate lyase	PF04115	Ureidoglycolate lyase
OG0007815	-1	None	None	IPR001763	Domain Rhodanese-like domain	PF00581	Rhodanese-like domain
OG0007816	-1	None	None	None	None	PF11578	Protein of unknown function (DUF3237)
OG0007818	-1	None	None	IPR044861;IPR026992	Domain Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain;Domain Non-haem dioxygenase N-terminal domain	PF03171;PF14226	2OG-Fe(II) oxygenase superfamily;non-haem dioxygenase in morphine synthesis N-terminal
OG0007819	-1	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0007820	-1	None	None	IPR002347	Family Short-chain dehydrogenase/reductase SDR	PF00106	short chain dehydrogenase
OG0007821	-1	None	None	None	None	None	None
OG0007822	-1	GO:0006508;GO:0008236	proteolysis ;serine-type peptidase activity 	IPR000209	Domain Peptidase S8/S53 domain	PF00082	Subtilase family
OG0007823	-1	None	None	None	None	None	None
OG0007827	-1	GO:0004499;GO:0050660;GO:0050661	N,N-dimethylaniline monooxygenase activity ;flavin adenine dinucleotide binding ;NADP binding 	IPR020946	Family Flavin monooxygenase-like	PF00743	Flavin-binding monooxygenase-like
OG0007828	-1	GO:0016491	oxidoreductase activity 	IPR003819	Domain TauD/TfdA-like domain	PF02668	Taurine catabolism dioxygenase TauD, TfdA family
OG0007829	-1	GO:0016020	membrane 	IPR008253	Domain Marvel domain	PF01284	Membrane-associating domain
OG0007834	-1	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR021858;IPR001138	Family Fungal transcription factor;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF11951;PF00172	Fungal specific transcription factor domain;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0007836	-1	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups 	IPR000182	Domain GNAT domain	PF00583	Acetyltransferase (GNAT) family
OG0007837	-1	None	None	None	None	None	None
OG0007839	-1	None	None	None	None	None	None
OG0007842	-1	None	None	None	None	None	None
OG0007846	-1	None	None	IPR011058	Domain Cyanovirin-N	PF08881	CVNH domain
OG0007847	-1	None	None	None	None	None	None
OG0007848	-1	None	None	None	None	None	None
OG0007849	-1	None	None	IPR002889	Domain Carbohydrate-binding WSC	PF01822	WSC domain
OG0007855	-1	None	None	None	None	None	None
OG0007856	-1	None	None	None	None	None	None
OG0007857	-1	None	None	IPR010516	Family Sin3 associated polypeptide p18	PF06487	Sin3 associated polypeptide p18 (SAP18)
OG0007858	-1	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 	IPR000757	Domain Glycoside hydrolase family 16	PF00722	Glycosyl hydrolases family 16
OG0007859	-1	GO:0003824	catalytic activity 	IPR001544	Family Aminotransferase class IV	PF01063	Amino-transferase class IV
OG0007860	-1	None	None	IPR002347	Family Short-chain dehydrogenase/reductase SDR	PF00106	short chain dehydrogenase
